Action,Item,Invested,Net Profit,Value,Buy,Sell,Profile
Buy,Walgreens Boots Alliance Inc,2.915,-5.742,2.7307993392882204,46.672,46.578,robertmerc
Buy,Energy Transfer Equity LP,3.0155,34.3239,4.025763477420617,9.0581,9.0319,robertmerc
Buy,Bristol-Myers Squibb Co,4.3325,-7.3297,3.990386608772815,56.8511,56.7389,robertmerc
Buy,Discovery Communications Inc,8.906,-10.0121,7.96518875165288,25.2127,25.1573,robertmerc
Buy,Fiserv Inc,3.6856,-10.7038,3.270979254800172,99.4294,99.2406,robertmerc
Buy,Zillow Group Inc,6.7823,-27.8433,4.863919929813814,56.5509,56.4292,robertmerc
Buy,Regeneron Pharmaceuticals,4.2568,21.7001,5.148822461633425,648.9836,647.4568,robertmerc
Buy,Royal Mail,3.8432,0.7952,3.8500581028366505,512.26,510.94,robertmerc
Buy,Transocean LTD,2.3085,-11.1423,2.0387326772911183,3.2129,3.1971,robertmerc
Buy,Corsair Gaming Inc,2.1656,-12.556,1.8821020237199597,23.4411,23.3789,robertmerc
Buy,Porsche Automobil Holding SE,3.6856,-4.1847,3.5097776978412414,79.73,79.55,robertmerc
Buy,Neurocrine Biosciences Inc,3.4378,-6.5353,3.193446402782221,87.9591,87.731,robertmerc
Buy,Dave & Busters Entertainment Inc,4.0207,5.8791,4.231009389904741,36.4728,36.3672,robertmerc
Buy,Nano Dimension Ltd,0.9214,-57.2268,0.39170208737114676,5.1046,5.0854,robertmerc
Buy,BioNTech SE,4.5982,18.6097,5.420479017305579,305.6549,304.6955,robertmerc
Buy,Palantir Technologies Inc.,1.3977,4.272,1.4485151565958905,21.149,21.101,robertmerc
Buy,Bitcoin,5.4615,21.3484,6.586794264167527,57719.67,57288.28,robertmerc
Buy,Amazon,3.8467,7.9715,4.04307203706312,3583.6524,3575.9687,hugomanenti95
Buy,"Micron Technology, Inc.",4.9238,4.202,4.994455795616269,86.3777,86.2123,hugomanenti95
Buy,Abercrombie & Fitch Company,1.8464,-2.7875,1.747290168222748,39.2953,39.2147,hugomanenti95
Buy,Pinterest Inc,1.5386,-9.8789,1.349857990392222,42.3981,42.3119,hugomanenti95
Buy,Levi Strauss & Co. ,2.1541,8.4412,2.2739689902893314,28.2254,28.1446,hugomanenti95
Buy,GoPro Inc,2.7696,-0.3882,2.685622044170259,10.5095,10.4806,hugomanenti95
Buy,PayPal Holdings,4.0005,-6.2709,3.6501407159336217,188.8798,188.5002,hugomanenti95
Buy,United States Steel Corp,2.1541,3.1162,2.162305654534251,25.1526,25.0974,hugomanenti95
Buy,Bristol-Myers Squibb Co,2.4619,-1.1997,2.367772978323813,56.8511,56.7389,hugomanenti95
Buy,Ally Financial Inc,4.616,-0.0944,4.489239760238341,49.995,49.8851,hugomanenti95
Buy,Applied Materials Inc,3.0773,13.2669,3.393087707537235,149.2342,148.9258,hugomanenti95
Buy,D.R. Horton Inc,3.0773,4.3793,3.1268457796899245,101.161,100.9491,hugomanenti95
Buy,WESCO International Inc,3.6736,28.6565,4.600822947210168,136.3826,136.0774,hugomanenti95
Buy,Zillow Group Inc,2.308,-13.185,1.9505084461571607,56.5509,56.4292,hugomanenti95
Buy,Southwestern Energy Co,1.6931,-0.5673,1.6388585793938721,4.9845,4.9655,hugomanenti95
Buy,"Square, Inc.",1.8464,-11.5732,1.589377436175496,215.9242,215.4359,hugomanenti95
Buy,SolarEdge Technologies,2.283,17.259,2.6059867014214464,348.7636,347.8565,hugomanenti95
Buy,Regeneron Pharmaceuticals,1.8464,5.1841,1.8905735155623027,648.9836,647.4568,hugomanenti95
Buy,ASOS PLC,3.6931,-9.4381,3.2557511078386123,2531.28,2522.73,hugomanenti95
Buy,Ferrexpo PLC,3.3851,-17.787,2.7090980871119608,289.86,288.74,hugomanenti95
Buy,VanEck Vectors Gold Miners ETF,1.5386,-0.7479,1.4866252551337116,32.4492,32.3808,hugomanenti95
Buy,Direxion Daily Small Cap Bull 3X Shares,1.2309,-4.6918,1.142041523889217,97.0873,96.8927,hugomanenti95
Buy,Transocean LTD,1.5386,-9.7826,1.351301267622039,3.2129,3.1971,hugomanenti95
Buy,KraneShares CSI China Internet,3.0773,-0.2772,2.987351916550494,47.6028,47.5072,hugomanenti95
Buy,Corsair Gaming Inc,3.0773,-4.3837,2.8643335397481193,23.4411,23.3789,hugomanenti95
Buy,Enphase Energy Inc.,2.7234,29.8973,3.443780815391606,255.3096,254.6806,hugomanenti95
Buy,Peloton Interactive,1.8464,-25.4413,1.3401120016987245,43.9495,43.8605,hugomanenti95
Buy,Porsche Automobil Holding SE,2.4619,-6.3927,2.243321573929517,79.73,79.55,hugomanenti95
Buy,Matador Resources Co,1.077,6.8571,1.120375453464542,44.53,44.38,hugomanenti95
Buy,Taylor Morrison Home Corp,4.3083,17.4887,4.92738380984142,32.8996,32.8204,hugomanenti95
Buy,Builders FirstSource Inc,4.3852,16.8254,4.987056293986939,73.8164,73.6437,hugomanenti95
Buy,Novavax Inc,1.2309,-9.0859,1.089388440524052,200.4903,199.9399,hugomanenti95
Buy,Digital Turbine Inc,1.5386,-5.6146,1.4137300550929792,56.3707,56.2094,hugomanenti95
Buy,Centennial Resource Development Inc/DE,1.5386,-1.5013,1.4753397882030708,7.1765,7.1536,hugomanenti95
Buy,BioNTech SE,2.1541,18.9421,2.4941695896435383,305.6549,304.6955,hugomanenti95
Buy,Pan American Silver Corp,3.0773,0.7184,3.017179436770051,26.4238,26.3662,hugomanenti95
Buy,ProPetro Holding Corp,1.2309,9.045,1.3066458150913138,8.6378,8.6122,hugomanenti95
Buy,Bitcoin,2.0004,-2.5478,1.8976820985273641,57719.67,57288.28,hugomanenti95
Buy,Ethereum,1.9233,10.3576,2.0662108267462993,4325.3315,4243.9485,hugomanenti95
Sell,EUR/USD,8.2621,39.743,10.935934723687154,1.12241,1.12231,fundmanagerzech
Sell,USD/MXN,5.9449,-34.5181,3.687250760177955,21.4098,21.40712,fundmanagerzech
Buy,Intel,3.8237,0.9516,3.6561939709413793,49.8148,49.7152,fundmanagerzech
Buy,Walgreens Boots Alliance Inc,2.8373,-7.1869,2.494351154209747,46.672,46.578,fundmanagerzech
Buy,Williams Companies Inc,0.6755,147.5281,1.583885821005112,28.5757,28.5143,fundmanagerzech
Buy,Yum Brands Inc,0.6755,124.4692,1.4363358412736569,127.0442,126.7558,fundmanagerzech
Buy,Newmont Mining Corp,4.6749,-13.6736,3.8225093528785212,55.5299,55.4101,fundmanagerzech
Buy,Discovery Communications Inc,2.6076,-2.3652,2.4115201807188726,25.2127,25.1573,fundmanagerzech
Buy,China Petroleum & Chemical Corporation,9.5254,1.3827,9.147075307446917,3.673,3.657,fundmanagerzech
Buy,Alibaba Group Holding Ltd (Hong Kong),5.1478,-6.7396,4.547273355588374,135.62,135.28,fundmanagerzech
Buy,VanEck Vectors Russia ETF,7.85,4.2162,7.748915609765662,28.926,28.864,fundmanagerzech
Buy,ISHARES MSCI MEXICO CAPPED,4.9856,-0.1085,4.717195479230457,46.0614,45.9686,fundmanagerzech
Buy,Barrick Gold,4.6749,-11.9146,3.9003995582041946,19.4275,19.3825,fundmanagerzech
Buy,Restaurant Brands International Inc.,0.6755,85.3535,1.186042038445756,58.8129,58.6672,fundmanagerzech
Buy,Heat Biologics Inc,1.4186,-46.4755,0.719235411706841,4.494,4.476,fundmanagerzech
Buy,Cameco Corp,5.472,14.9886,5.959901158038635,25.2727,25.2173,fundmanagerzech
Buy,Equity Commonwealth,2.7427,0.6168,2.6139410039937396,26.1335,26.0765,fundmanagerzech
Buy,Ethereum,0.2924,361.5678,1.2786816696608603,4325.3315,4243.9485,fundmanagerzech
Buy,Cardano,2.2086,31.449,2.7498823074850334,1.6516,1.6034,fundmanagerzech
Buy,Binance Coin,0.8745,92.2769,1.5927785095595703,619.8,604.8,fundmanagerzech
Buy,Polkadot,4.9181,-0.1376,4.651921304559061,39.2104,38.0699,fundmanagerzech
Buy,Polygon,1.8184,28.3838,2.2112585488416383,1.7977,1.7453,fundmanagerzech
Buy,Alphabet,5.076,24.0242,5.3603211209466854,2937.111,2930.7599,benpavlotzky
Buy,Walt Disney,9.4792,-15.1473,6.848465619478945,151.4562,151.1438,benpavlotzky
Buy,"Tesla Motors, Inc.",28.6765,76.542,43.10525155818203,1116.6241,1114.2263,benpavlotzky
Buy,Twitter,3.1313,-17.2266,2.206864219341199,47.5628,47.4672,benpavlotzky
Buy,Etsy Inc,3.6139,59.8653,4.919180894370313,297.3575,296.7127,benpavlotzky
Buy,Southwest Airlines Co,14.5795,-17.7405,10.21141806062411,47.0423,46.9477,benpavlotzky
Buy,ARK Innovation ETF,3.6944,-18.2439,2.5717295967594405,107.867,107.633,benpavlotzky
Buy,Nio Inc.,6.8777,-9.5047,5.299411339129116,41.4773,41.3927,benpavlotzky
Buy,Nano Dimension Ltd,5.723,-14.673,4.157844598577232,5.1046,5.0854,benpavlotzky
Buy,ARK Genomic Revolution ETF,1.9863,-19.8253,1.3559765251074314,65.2887,65.1313,benpavlotzky
Buy,Fintech Acquisition Corp. V,1.0828,-3.5367,0.8894036356651479,10.3193,10.2608,benpavlotzky
Buy,Cardano,3.1826,-22.7339,2.0937634023098624,1.6516,1.6034,benpavlotzky
